사업장명,소재지전체주소,도로명전체주소,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),상세보기url
회뜨는총각,서울특별시 마포구 연남동 228-26,"서울특별시 마포구 동교로 260, 1층 (연남동)",193317.694219131,451179.237970204,https://place.map.kakao.com/2068246558
비스트로 가마,서울특별시 마포구 연남동 390-68번지,"서울특별시 마포구 동교로38안길 10, 1층 (연남동)",193295.598156931,451111.064250089,https://place.map.kakao.com/748126921
윤수,서울특별시 마포구 연남동 515-22,"서울특별시 마포구 연남로 21, 1층 101호 (연남동, 까사벨라)",193054.922186937,451039.48924815,https://place.map.kakao.com/1220920104
미미램 양꼬치 2호점,서울특별시 마포구 연남동 227-20번지,"서울특별시 마포구 성미산로 196 (연남동, 상암빌딩 2층일부)",193440.748234159,451145.546429701,https://place.map.kakao.com/780523213
브론시스(BRONSIS),서울특별시 마포구 연남동 383-23번지,"서울특별시 마포구 연희로1길 57 (연남동, 지1층)",193422.98435704,451015.061525529,https://place.map.kakao.com/433396165
라멘 롱 시즌(japanese ramen long season),서울특별시 마포구 연남동 381-5,"서울특별시 마포구 동교로34길 21 (연남동, 지1층일부)",193353.029826334,450953.893477269,https://place.map.kakao.com/432903250
카멜로연남(CAMELLO),서울특별시 마포구 연남동 383-23번지,"서울특별시 마포구 연희로1길 57, 1층 (연남동)",193422.98435704,451015.061525529,https://place.map.kakao.com/28668288
산왕반점,서울특별시 마포구 연남동 241-17,"서울특별시 마포구 성미산로29안길 19-5, 1층 (연남동)",193142.356242004,451459.601281219,https://place.map.kakao.com/26469821
곤로,서울특별시 마포구 연남동 258-10,"서울특별시 마포구 동교로39길 9 (연남동, 지1층)",193209.887284868,451082.489448432,https://place.map.kakao.com/1790295851
부추긴 돼지,서울특별시 마포구 연남동 383-103,"서울특별시 마포구 연희로1길 59 (연남동, 1층)",193430.775876014,451022.261137325,https://place.map.kakao.com/1738836426
(주)터틀힙,서울특별시 마포구 연남동 565-19,"서울특별시 마포구 연남로1길 44, 1층 (연남동)",192915.218574999,450839.482735962,
일쩜오플로어커피(1.5 Floor),서울특별시 마포구 연남동 381-5,"서울특별시 마포구 동교로34길 21 (연남동, 1층일부)",193353.029826334,450953.893477269,https://place.map.kakao.com/1248588188
김 he said yes,서울특별시 마포구 연남동 381-5번지,"서울특별시 마포구 동교로34길 21 (연남동, 1층일부)",193353.029826334,450953.893477269,
앤드,서울특별시 마포구 연남동 258-2번지,"서울특별시 마포구 동교로39길 7, 2층 (연남동)",193219.499310295,451095.012328484,https://place.map.kakao.com/27340816
상하이음식,서울특별시 마포구 연남동 224-35번지,"서울특별시 마포구 동교로 272 (연남동, 1층일부)",193393.425697038,451262.314942096,
달콤다정,서울특별시 마포구 연남동 384-7,"서울특별시 마포구 동교로38길 33-21, 2층 (연남동)",193409.613414249,451093.089313789,https://place.map.kakao.com/1961166172
하루노유키(はるのゆき),서울특별시 마포구 연남동 566-67,"서울특별시 마포구 연남로 15 (연남동, 1층일부)",193096.747690778,450978.587656085,https://place.map.kakao.com/195723074
그윅,서울특별시 마포구 연남동 224-6,"서울특별시 마포구 동교로50길 11, 지층일부 (연남동)",193461.232053564,451263.122994862,https://place.map.kakao.com/988476101
비스트로오라,서울특별시 마포구 연남동 260-60,"서울특별시 마포구 동교로 244, 2층 (연남동, 거구빌딩)",193260.550590313,451032.030030429,https://place.map.kakao.com/1221938697
더빌리랩스(The Billi Labs),서울특별시 마포구 연남동 240-1,"서울특별시 마포구 성미산로 161-15, 1층 101호 (연남동)",193173.915203359,451451.73484263,
느린마을양조장 연남점,서울특별시 마포구 연남동 260-14,"서울특별시 마포구 동교로 242-5 (연남동, 1층)",193275.939497791,451030.04280762,https://place.map.kakao.com/575743555
미쁘동,서울특별시 마포구 연남동 384-7번지,"서울특별시 마포구 동교로38길 33-21, 1층 (연남동)",193409.613414249,451093.089313789,https://place.map.kakao.com/1087043762
역전할머니맥주연남점,서울특별시 마포구 연남동 228-20,"서울특별시 마포구 동교로 266, 1층 (연남동)",193345.25802171,451209.582651449,https://place.map.kakao.com/1105686865
향미,서울특별시 마포구 연남동 226-21번지,"서울특별시 마포구 성미산로 193, 1층 (연남동)",193455.422987318,451184.255870016,https://place.map.kakao.com/642479510
피에트라(pietra),서울특별시 마포구 연남동 375-116,"서울특별시 마포구 성미산로23길 62, 1층 (연남동)",192864.531386362,451543.124517761,https://place.map.kakao.com/1088555709
오복수산시장,서울특별시 마포구 연남동 226-29번지,"서울특별시 마포구 성미산로 195 (연남동, 1층일부)",193468.057882255,451166.472109548,https://place.map.kakao.com/1551766285
잇-다,서울특별시 마포구 연남동 225-8번지,"서울특별시 마포구 성미산로31길 14, 1층 101호 (연남동)",193362.477004373,451356.358333126,https://place.map.kakao.com/1833076397
리틀파파포,서울특별시 마포구 연남동 390-83번지,"서울특별시 마포구 동교로38안길 5 (연남동, 1층)",193274.484084426,451095.383810178,https://place.map.kakao.com/27377085
대환영,서울특별시 마포구 연남동 241-18번지,"서울특별시 마포구 성미산로29안길 17, 1층 (연남동)",193138.910909445,451448.804159981,https://place.map.kakao.com/27495095
오물오물,서울특별시 마포구 연남동 260-28번지,"서울특별시 마포구 동교로 240, 지1층 (연남동)",193255.606492428,451004.993797276,https://place.map.kakao.com/1842996810
진가,서울특별시 마포구 연남동 260-41,"서울특별시 마포구 동교로34길 12, 1층 (연남동)",193298.853280937,450961.990476625,https://place.map.kakao.com/27416274
디아더(D.other),서울특별시 마포구 연남동 390-25,"서울특별시 마포구 동교로38길 27 (연남동, 지1층일부)",193353.897517063,451052.823426825,https://place.map.kakao.com/1499540635
별빛카페달빛차,서울특별시 마포구 연남동 509-13번지,"서울특별시 마포구 성미산로 128 (연남동, 1층일부)",192949.188367514,451182.940845193,https://place.map.kakao.com/316963397
카페인홀릭(CAFE IN HOLIC),서울특별시 마포구 연남동 482-39번지,"서울특별시 마포구 성미산로19길 25 (연남동, 지1층,1층일부)",192708.540947717,451182.904582735,https://place.map.kakao.com/256175858
연남주점,서울특별시 마포구 연남동 487-422번지,"서울특별시 마포구 연남로13길 1 (연남동, 레이즈빌딩1층일부)",192609.629889011,451622.400936964,https://place.map.kakao.com/1693463712
그래스호퍼(GRASSHOPPER),서울특별시 마포구 연남동 241-51,"서울특별시 마포구 성미산로29길 40-6 (연남동, 1층)",193032.172776903,451481.085594908,https://place.map.kakao.com/1530496618
슬런치,서울특별시 마포구 연남동 223-110,"서울특별시 마포구 성미산로 161-6 (연남동, 지1층일부)",193225.126810489,451424.01168924,https://place.map.kakao.com/96900891
엘비스텍(EL bistec),서울특별시 마포구 연남동 566-12,"서울특별시 마포구 연남로1길 26 (연남동, 지1층일부)",193003.811075991,450905.996590866,https://place.map.kakao.com/935403876
미미램양꼬치,서울특별시 마포구 연남동 227-20번지,"서울특별시 마포구 성미산로 196 (연남동, 상암빌딩1층일부)",193440.748234159,451145.546429701,https://place.map.kakao.com/780523213
하프노트,서울특별시 마포구 연남동 255-6번지,"서울특별시 마포구 성미산로28길 25, 1층 (연남동)",193145.88912642,451176.910711838,https://place.map.kakao.com/27139458
카시,서울특별시 마포구 연남동 260-41번지,"서울특별시 마포구 동교로34길 12 (연남동, 지하1층일부)",193298.853280937,450961.990476625,https://place.map.kakao.com/760859476
바 러프,서울특별시 마포구 연남동 223-93,"서울특별시 마포구 성미산로29안길 26 (연남동, 지1층)",193185.729267044,451467.394979773,
숨은골목,서울특별시 마포구 연남동 260-41,"서울특별시 마포구 동교로34길 12 (연남동, 지1층)",193298.853280937,450961.990476625,https://place.map.kakao.com/27238568
야관문,서울특별시 마포구 연남동 509-22번지,"서울특별시 마포구 연남로 31 (연남동, 지1층일부)",193002.740407491,451128.150948977,
머지사이드,서울특별시 마포구 연남동 260-49,"서울특별시 마포구 동교로34길 4 (연남동, 지하1층)",193264.293192192,450964.401826545,https://place.map.kakao.com/1258489668
와인바별채,서울특별시 마포구 연남동 387-12,"서울특별시 마포구 동교로 262-3, 하늘드리움 1층 (연남동)",193348.012986526,451192.842372395,https://place.map.kakao.com/27016063
문득,서울특별시 마포구 연남동 229-56,"서울특별시 마포구 동교로 257, 1층 (연남동)",193273.530269838,451175.288546339,https://place.map.kakao.com/469170110
챠코리,서울특별시 마포구 연남동 224-40번지,"서울특별시 마포구 성미산로 185, 지하1층 (연남동)",193402.370256563,451234.360169883,
청춘소년,서울특별시 마포구 연남동 383-80,"서울특별시 마포구 동교로46길 42-8, 1층 (연남동)",193451.099548919,451075.698625928,https://place.map.kakao.com/27495483
포포야어묵,서울특별시 마포구 연남동 561-2번지,"서울특별시 마포구 동교로27길 82 (연남동, 1층일부)",192886.525567072,451000.605901132,https://place.map.kakao.com/27302109
소주방 2호점,서울특별시 마포구 연남동 387-6,"서울특별시 마포구 동교로 266-12, 2층 (연남동)",193375.925180924,451173.903908692,https://place.map.kakao.com/448277762
연남어리,서울특별시 마포구 연남동 229-56,"서울특별시 마포구 동교로 257 (연남동, 지하1층)",193273.530269838,451175.288546339,https://place.map.kakao.com/469170110
야키토리묵,서울특별시 마포구 연남동 223-102번지,"서울특별시 마포구 성미산로 165-1 (연남동, 1층일부)",193266.637850935,451378.800272387,https://place.map.kakao.com/677911355
치플레,서울특별시 마포구 연남동 387-10,"서울특별시 마포구 동교로 262-9 (연남동, 1층)",193361.058619759,451174.83466073,https://place.map.kakao.com/852129186
봉쥬르밥상,서울특별시 마포구 연남동 257-6번지,"서울특별시 마포구 성미산로26길 37 (연남동, 지층101호)",193162.125806495,451115.19486896,https://place.map.kakao.com/19313939
히로,서울특별시 마포구 연남동 224-26,"서울특별시 마포구 동교로 276, 2층 (연남동)",193415.862847652,451285.857350759,https://place.map.kakao.com/773150184
요코쵸,서울특별시 마포구 연남동 240-1번지,"서울특별시 마포구 성미산로 161-15 (연남동, 1층일부)",193173.915203359,451451.73484263,https://place.map.kakao.com/27272826
팔계집,서울특별시 마포구 연남동 227-34,"서울특별시 마포구 성미산로 194-4, 1층 (연남동)",193415.734993973,451151.474820224,https://place.map.kakao.com/920948664
야키토리 고꼬 연남,서울특별시 마포구 연남동 257-7,"서울특별시 마포구 성미산로26길 41, 1층 101호 (연남동)",193169.272893335,451103.961582604,https://place.map.kakao.com/99001204
부페트발라(Buffet Bala),서울특별시 마포구 연남동 385-6번지,"서울특별시 마포구 동교로46길 23, 1층 (연남동, 오른쪽 일부)",193396.695636528,451118.185642796,https://place.map.kakao.com/27469522
코코리코(COCORICO),서울특별시 마포구 연남동 255-21,"서울특별시 마포구 동교로39길 4 (연남동, 1층일부)",193219.11,451119.814999999,https://place.map.kakao.com/680686153
소제이연남점,서울특별시 마포구 연남동 226-29,"서울특별시 마포구 성미산로 195, 1층 105호 (연남동)",193468.057882255,451166.472109548,https://place.map.kakao.com/422647142
화설,서울특별시 마포구 연남동 228-4,"서울특별시 마포구 성미산로 188 (연남동, 1층일부)",193399.133954013,451193.294411096,https://place.map.kakao.com/1436111371
연백딸기모찌,서울특별시 마포구 연남동 373-10,"서울특별시 마포구 동교로 227-11, 1층 (연남동, 일부)",193170.937364424,450947.887344165,https://place.map.kakao.com/1081848486
리틀파파포,서울특별시 마포구 연남동 561-3번지,"서울특별시 마포구 동교로27길 80 (연남동, 1층일부)",192893.771003078,450990.986400021,https://place.map.kakao.com/850768774
헬로인디아(Hello india),서울특별시 마포구 연남동 566-51번지,"서울특별시 마포구 연남로3길 9 (연남동, 1층일부(우측))",193037.576239726,451000.817737026,https://place.map.kakao.com/26310720
나도주스(NADO Juice),서울특별시 마포구 연남동 487-422번지,"서울특별시 마포구 연남로13길 1 (연남동, 1층일부)",192609.629889011,451622.400936964,https://place.map.kakao.com/332796048
코메아벨렘(꼼마벨렘COMME A BELEM),서울특별시 마포구 연남동 227-4,"서울특별시 마포구 동교로46길 42-3, 지1층 102호 (연남동)",193465.649999961,451075.35337245,https://place.map.kakao.com/801407990
소코,서울특별시 마포구 연남동 255-25,"서울특별시 마포구 성미산로28길 41, 1층 (연남동)",193189.051991954,451109.023225057,https://place.map.kakao.com/795365863
소이연남,서울특별시 마포구 연남동 229-67,"서울특별시 마포구 동교로 267 (연남동, 1층 일부)",193338.529048776,451250.959894973,https://place.map.kakao.com/25479306
더 단단,서울특별시 마포구 연남동 228-9,"서울특별시 마포구 동교로 266-5, 지1층 (연남동)",193369.506314332,451209.355752539,
오이도(52nd Street),서울특별시 마포구 연남동 567-39번지,"서울특별시 마포구 월드컵북로6길 93, 1층 (연남동)",193110.63998375,450912.056703744,https://place.map.kakao.com/247705757
로앤쿡드 더브런치,서울특별시 마포구 연남동 488-4,"서울특별시 마포구 성미산로 109, 1층 101호 (연남동)",192778.325635946,451103.156845867,https://place.map.kakao.com/1511740104
숲,서울특별시 마포구 연남동 227-13,"서울특별시 마포구 동교로46길 34, 지1층 (연남동)",193436.226723475,451101.424203164,
디트로이트 피지스,서울특별시 마포구 연남동 227-13,"서울특별시 마포구 동교로46길 34, 1층 (연남동)",193436.226723475,451101.424203164,https://place.map.kakao.com/1288286402
따순밥 꼬순전,서울특별시 마포구 연남동 562-27번지,"서울특별시 마포구 동교로27길 77 (연남동, 1층일부)",192878.935091673,450973.094676121,https://place.map.kakao.com/1302186412
낭풍,서울특별시 마포구 연남동 229-64,"서울특별시 마포구 동교로 253 (연남동, 2층 )",193249.521562855,451149.663644775,https://place.map.kakao.com/2143122274
교촌치킨 연남점,서울특별시 마포구 연남동 369-20번지,"서울특별시 마포구 연남로 45, 1층 (연남동, 맨좌측)",192928.022122924,451239.520321056,https://place.map.kakao.com/24937559
배꼽시계,서울특별시 마포구 연남동 567-56번지,"서울특별시 마포구 연남로 11, 지1층 (연남동)",193120.290604631,450942.847535239,https://place.map.kakao.com/24583227
수라간,서울특별시 마포구 연남동 228-56,"서울특별시 마포구 동교로38안길 3, 1층 (연남동)",193272.114328251,451076.1071872,https://place.map.kakao.com/78995073
파크 애비뉴(Park Avenue),서울특별시 마포구 연남동 257-12번지,"서울특별시 마포구 성미산로26길 32-2 (연남동, 1층일부)",193126.412796841,451135.556378619,https://place.map.kakao.com/26415078
전주상회,서울특별시 마포구 연남동 226-29번지,"서울특별시 마포구 성미산로 195, 106호 (연남동)",193468.057882255,451166.472109548,https://place.map.kakao.com/2114343707
채널1969,서울특별시 마포구 연남동 227-1,"서울특별시 마포구 연희로 35, 지하1층 (연남동)",193478.255107747,451077.631724565,https://place.map.kakao.com/24063521
리피칩(Leepicheep),서울특별시 마포구 연남동 223-24,"서울특별시 마포구 동교로51길 51, 지하1층 B02호 (연남동)",193229.747661494,451484.24085788,https://place.map.kakao.com/252942465
모이정,서울특별시 마포구 연남동 504-32번지,"서울특별시 마포구 성미산로 122 (연남동, 1층)",192899.117031661,451147.380927021,https://place.map.kakao.com/2124006866
화령,서울특별시 마포구 연남동 229-33,"서울특별시 마포구 동교로 261 (연남동, 지하1층 일부)",193299.827353301,451205.28547652,https://place.map.kakao.com/476596904
시간을잃어버린마을,서울특별시 마포구 연남동 227-15번지,"서울특별시 마포구 성미산로 198 (연남동, 1층 일부)",193456.606360958,451125.467333415,
후레쉬,서울특별시 마포구 연남동 568-20,"서울특별시 마포구 연남로1길 37, 1층 101호 (연남동, 호산나빌)",192968.486020032,450855.020340269,https://place.map.kakao.com/1240808080
서대문양꼬치,서울특별시 마포구 연남동 255-20,"서울특별시 마포구 동교로 251, 2층 (연남동)",193231.143361357,451127.723425745,https://place.map.kakao.com/1012940590
로바타네코,서울특별시 마포구 연남동 226-23,"서울특별시 마포구 성미산로 191 (연남동, 1층 일부)",193442.129432182,451189.350891758,https://place.map.kakao.com/624751179
파출소 옆 포차 1987,서울특별시 마포구 연남동 373-9,"서울특별시 마포구 연남로 10, 1층 (연남동)",193161.014847695,450942.46824838,
몽중식,서울특별시 마포구 연남동 229-56,"서울특별시 마포구 동교로 257, 2층 (연남동)",193273.530269838,451175.288546339,https://place.map.kakao.com/1748774897
랩1(LAB1),서울특별시 마포구 연남동 241-44번지,"서울특별시 마포구 성미산로29길 40-11, 메종드코튼 2층 (연남동)",193067.22220289,451476.20932045,
소풍김밥,서울특별시 마포구 연남동 255-20번지,"서울특별시 마포구 동교로 251 (연남동, 1층 일부)",193231.143361357,451127.723425745,https://place.map.kakao.com/19153109
36.5도여름,서울특별시 마포구 연남동 571-3번지,"서울특별시 마포구 월드컵북로 42 (연남동, 1층)",192726.05849942,450678.104687582,
야끼토리하루,서울특별시 마포구 연남동 257-23,"서울특별시 마포구 동교로29길 32 (연남동, 1층 일부)",193149.14424895,451075.261344259,https://place.map.kakao.com/18508328
커스텀 샐러드,서울특별시 마포구 연남동 390-59,"서울특별시 마포구 동교로38길 19, 1층 (연남동)",193344.688052369,451086.684257419,https://place.map.kakao.com/962687985
곰셰프네,서울특별시 마포구 연남동 566-64,"서울특별시 마포구 연남로 17 (연남동, 1층 일부)",193086.171639658,450993.844393427,https://place.map.kakao.com/18611636
빠레트,서울특별시 마포구 연남동 225-33,"서울특별시 마포구 동교로 273 (연남동, 1층 일부)",193379.011261065,451291.150202788,https://place.map.kakao.com/18521035
시실리,서울특별시 마포구 연남동 227-15번지,"서울특별시 마포구 성미산로 198 (연남동, 1층 일부)",193456.606360958,451125.467333415,
미소국수,서울특별시 마포구 연남동 568-23번지,"서울특별시 마포구 동교로27길 41 (연남동, 1층 일부)",192990.763156695,450825.627592405,https://place.map.kakao.com/24926519
곰면옥,서울특별시 마포구 연남동 504-1,"서울특별시 마포구 성미산로 112 (연남동, 1층 일부)",192824.6752691,451090.182438148,https://place.map.kakao.com/2076345609
와세사카바 옥타,서울특별시 마포구 연남동 257-16번지,"서울특별시 마포구 성미산로26길 42 (연남동, 101호)",193159.700100446,451083.442537143,
커피볶는 김대리,서울특별시 마포구 연남동 570-36,"서울특별시 마포구 월드컵북로6길 21 (연남동, 1층 일부)",192840.716694992,450681.286269289,https://place.map.kakao.com/23737353
"젤라떼리아 단,사이",서울특별시 마포구 연남동 566-6,"서울특별시 마포구 동교로27길 62 (연남동, 1층 일부)",192947.281074369,450917.786778003,https://place.map.kakao.com/274704464
요!원(YO! ONE),서울특별시 마포구 연남동 254-24번지,"서울특별시 마포구 동교로41길 41, 지하1층 (연남동)",193119.46203741,451296.497147616,
밥스바비연남점,서울특별시 마포구 연남동 358-1번지,"서울특별시 마포구 동교로 225 (연남동, 1층 일부)",193194.919383183,450887.063662706,https://place.map.kakao.com/18887817
작가식당,서울특별시 마포구 연남동 561-6,"서울특별시 마포구 동교로27길 74 (연남동, 1층 일부)",192914.853763432,450962.747589568,https://place.map.kakao.com/708711232
홍익분식,서울특별시 마포구 연남동 487-111번지,"서울특별시 마포구 성미산로 99 (연남동, 지하1층)",192706.481552458,451041.039650729,https://place.map.kakao.com/19009228
추억속으로,서울특별시 마포구 연남동 228-42번지,서울특별시 마포구 동교로 지하 254 (연남동),193273.046526461,451131.648369626,https://place.map.kakao.com/15242273
탕탕,서울특별시 마포구 연남동 487-378번지,서울특별시 마포구 성미산로 97 (연남동),192695.252010033,451036.790133723,
멕시칸치킨호프,서울특별시 마포구 연남동 373-15번지,"서울특별시 마포구 연남로 6 (연남동, 1층 일부)",193176.532693547,450918.143768781,https://place.map.kakao.com/27506977
연남살롱,서울특별시 마포구 연남동 504-33번지,"서울특별시 마포구 성미산로 122-1, 1층 (연남동)",192906.263333333,451152.587244131,https://place.map.kakao.com/23734629
(주)툭툭누들타이,서울특별시 마포구 연남동 223-15번지,서울특별시 마포구 성미산로 161-8 (연남동),193216.215121724,451435.058103537,
스위트가든 뽀아르(sweetgarden poire),서울특별시 마포구 연남동 227-22,"서울특별시 마포구 성미산로 194, 대원빌딩 1층 (연남동)",193425.945815189,451161.012483151,https://place.map.kakao.com/1008228288
미스터육회연어왕 마포점,서울특별시 마포구 연남동 566-64,"서울특별시 마포구 연남로 17 (연남동, 1층)",193086.171639658,450993.844393427,https://place.map.kakao.com/1253462460
데일리라운드,서울특별시 마포구 연남동 390-28번지,"서울특별시 마포구 동교로38길 27-19, 2층 (연남동)",193388.640487997,451076.653833242,https://place.map.kakao.com/23098139
문부터,서울특별시 마포구 연남동 487-135,"서울특별시 마포구 월드컵북로8길 19 (연남동, 1층)",192726.438514065,450791.20685602,https://place.map.kakao.com/22873741
연하동,서울특별시 마포구 연남동 373-15,"서울특별시 마포구 연남로 6, 1층 우측, 2층 (연남동)",193176.532693547,450918.143768781,https://place.map.kakao.com/1712115871
사루카메(SARUKAME),서울특별시 마포구 연남동 566-67,"서울특별시 마포구 연남로 15 (연남동, 1층 일부)",193096.747690778,450978.587656085,https://place.map.kakao.com/560657944
폴리스팬케이크,서울특별시 마포구 연남동 382-27,"서울특별시 마포구 동교로38길 30, 27번지 2층 (연남동)",193345.902898625,451031.460237722,https://place.map.kakao.com/1752323154
마스타 하이볼 연남점,서울특별시 마포구 연남동 258-5,"서울특별시 마포구 동교로 243-4 (연남동,1층)",193230.539434316,451074.288649203,https://place.map.kakao.com/1136324537
굽네치킨 연남점,서울특별시 마포구 연남동 493-30번지,"서울특별시 마포구 동교로27길 91 (연남동,1층 103호)",192842.976561461,451020.410951513,https://place.map.kakao.com/12591852
한성축산정육식당,서울특별시 마포구 연남동 509-20번지,"서울특별시 마포구 연남로 33 (연남동,외1필지 1층)",192990.367088404,451145.09629026,https://place.map.kakao.com/21410332
일번지대박집,서울특별시 마포구 연남동 224-26,"서울특별시 마포구 동교로 276 (연남동,대웅빌딩 1층)",193415.862847652,451285.857350759,https://place.map.kakao.com/1456577026
빠끼또,서울특별시 마포구 연남동 487-105번지,"서울특별시 마포구 성미산로17길 4, 1층 (연남동)",192717.881755593,451057.950528439,https://place.map.kakao.com/11749150
missik,서울특별시 마포구 연남동 224-60,"서울특별시 마포구 성미산로 189-5 (연남동, 2층일부)",193438.226299008,451214.571087712,
연남화로굼,서울특별시 마포구 연남동 226-29번지,"서울특별시 마포구 성미산로 195 (연남동,1층)",193468.057882255,451166.472109548,https://place.map.kakao.com/422647142
송가,서울특별시 마포구 연남동 226-16번지,"서울특별시 마포구 성미산로 197 (연남동, 1층)",193481.279952685,451149.701662492,https://place.map.kakao.com/12665589
서대문양꼬치(본점),서울특별시 마포구 연남동 258-1,"서울특별시 마포구 동교로 249 (연남동,2층)",193231.086269135,451102.744773685,https://place.map.kakao.com/13096494
김뿌라,서울특별시 마포구 연남동 369-15번지,"서울특별시 마포구 성미산로 127 (연남동,1층)",192929.407432461,451212.78261843,https://place.map.kakao.com/8698524
장강,서울특별시 마포구 연남동 487-398,"서울특별시 마포구 월드컵북로8길 7 (연남동, 1층)",192701.405192839,450742.412970621,https://place.map.kakao.com/1129692910
연남정,서울특별시 마포구 연남동 364-25번지,"서울특별시 마포구 연남로 79, 1층 (연남동)",192747.929163757,451520.745902638,https://place.map.kakao.com/2033639453
주류충전소(연남점),서울특별시 마포구 연남동 224-33,"서울특별시 마포구 동교로 274 (연남동,1층)",193403.964898824,451272.926593755,https://place.map.kakao.com/1886050545
신군신양,서울특별시 마포구 연남동 390-24번지,"서울특별시 마포구 동교로38길 23, 2층 (연남동)",193346.826400704,451064.38982279,https://place.map.kakao.com/24183337
풍년식당,서울특별시 마포구 연남동 228-21,"서울특별시 마포구 동교로 264, 1층 (연남동)",193336.869916287,451197.857184181,https://place.map.kakao.com/15359541
풍천장어,서울특별시 마포구 연남동 568-25번지,"서울특별시 마포구 동교로27길 39 (연남동,1층)",193000.132886788,450814.141120663,https://place.map.kakao.com/12572773
처갓집양념치킨,서울특별시 마포구 연남동 487-241번지,"서울특별시 마포구 성미산로17길 84 (연남동, 1층)",192634.768878062,451433.975483355,
작은마을,서울특별시 마포구 연남동 361-11번지,"서울특별시 마포구 연남로 72-1 (연남동,1층)",192817.927584198,451468.557311842,https://place.map.kakao.com/15366654
한스뮤직챔버,서울특별시 마포구 연남동 226-29번지,"서울특별시 마포구 성미산로 195 (연남동,지하1층)",193468.057882255,451166.472109548,https://place.map.kakao.com/9579071
지후식당연남,서울특별시 마포구 연남동 487-226,"서울특별시 마포구 성미산로17길 104 (연남동, 1층 일부)",192612.830374152,451532.731379755,
만경식당,서울특별시 마포구 연남동 487-71,서울특별시 마포구 월드컵북로16길 63 (연남동),192671.023154174,451225.974031689,https://place.map.kakao.com/21410728
시골식당,서울특별시 마포구 연남동 493-31번지,서울특별시 마포구 성미산로 102 (연남동),192739.556527935,451032.001877914,https://place.map.kakao.com/1333402417
월강돼지국밥,서울특별시 마포구 연남동 258-14,서울특별시 마포구 동교로 241-1 (연남동),193226.728052615,451037.316077967,https://place.map.kakao.com/14822702
진어참치,서울특별시 마포구 연남동 561-8,"서울특별시 마포구 연남로3길 34 (연남동,(1층))",192929.20711455,450943.826841882,https://place.map.kakao.com/9430937
김밥세상,서울특별시 마포구 연남동 562-27번지,"서울특별시 마포구 동교로27길 77 (연남동,(1층))",192878.935091673,450973.094676121,https://place.map.kakao.com/10196815
쿠로코 식당,서울특별시 마포구 연남동 562-26,"서울특별시 마포구 동교로27길 83, 1층 (연남동)",192862.762080488,450994.546853748,https://place.map.kakao.com/1701142693
연희동할머니네,서울특별시 마포구 연남동 487-412,서울특별시 마포구 성미산로 100 (연남동),192730.535385989,451017.070307559,https://place.map.kakao.com/13306835
돈조세,서울특별시 마포구 연남동 228-42,서울특별시 마포구 동교로 254 (연남동),193273.046526461,451131.648369626,https://place.map.kakao.com/2085609885
숲길정육점,서울특별시 마포구 연남동 228-40,"서울특별시 마포구 동교로 256 (연남동, 1층)",193289.685066149,451148.00621353,https://place.map.kakao.com/1814645442
피에스타 연남점,서울특별시 마포구 연남동 259-5,"서울특별시 마포구 동교로 235-1 (연남동, 1층)",193223.564725382,450978.413691907,https://place.map.kakao.com/582246852
향미,서울특별시 마포구 연남동 228-26번지,서울특별시 마포구 동교로 260 (연남동),193317.694219131,451179.237970204,
연:덮,서울특별시 마포구 연남동 561-2,서울특별시 마포구 동교로27길 82 (연남동),192886.525567072,451000.605901132,https://place.map.kakao.com/1348056271
신안동장,서울특별시 마포구 연남동 487-366번지,"서울특별시 마포구 성미산로 98 (연남동, 1층 일부)",192714.035011139,451006.40656572,https://place.map.kakao.com/21231431
바다회사랑,서울특별시 마포구 연남동 566-8,"서울특별시 마포구 동교로27길 60 (연남동,1층)",192955.849324454,450906.851032275,https://place.map.kakao.com/9012776
연남제비,서울특별시 마포구 연남동 228-5,"서울특별시 마포구 성미산로 186 (연남동, 1층)",193391.074652376,451202.033340245,https://place.map.kakao.com/2045155753
유키모찌 연남점,서울특별시 마포구 연남동 260-28,"서울특별시 마포구 동교로 240 (연남동,1층)",193255.606492428,451004.993797276,https://place.map.kakao.com/913195358
항저우 샤롱바오,서울특별시 마포구 연남동 568-23,"서울특별시 마포구 동교로27길 41 (연남동,(1층))",192990.763156695,450825.627592405,https://place.map.kakao.com/961577779
뭉텅 연남점,서울특별시 마포구 연남동 228-1,"서울특별시 마포구 성미산로 190 (연남동, 1층)",193406.589451666,451183.710005225,https://place.map.kakao.com/388449263
코리아,서울특별시 마포구 연남동 227-1번지,"서울특별시 마포구 연희로 35 (연남동,1층)",193478.255107747,451077.631724565,https://place.map.kakao.com/15742085
