별점,리뷰내용,작성자,작성자 프로필 링크,시간,사업장명
5,연남동 주민들이 찾는 찐 돈까스 맛집이에여 ! 모든 메뉴가 다 정성스럽고 맛있는데 비주얼도 넘 예쁘지 않나요 맛은 말해뭐해 이이요이 좋아요 ??,아몬드리almondlee,https://www.google.com/maps/contrib/112274919945350741195/reviews,3주 전,이이요이 연남
5,바삭하고 부드러운 돈카츠가 있는 곳! 정말 맛있게 잘 먹고 갑니다 감사합니다 ㅎㅎ,박로우,https://www.google.com/maps/contrib/101658073940307762778/reviews,2주 전,이이요이 연남
5,연남동 돈까스 가게중엔 이곳만한 곳이 없는거같아요!!!!,신홍범,https://www.google.com/maps/contrib/107638827159242238468/reviews,5달 전,이이요이 연남
5,사장님도 친절하시고 음식도 맛있었습니다 :),Beomjin Ahn,https://www.google.com/maps/contrib/100733823313028839504/reviews,9달 전,샵샵 연남점
5,"점심시간에 이곳을 방문했어요
먹고 마실 수 있는 아늑한 장소
한국 최고의 레스토랑!!!
나중에 다시 올 수 있었으면 좋겠어요 :)",Ohu's day오후의 하루,https://www.google.com/maps/contrib/114073454686563257428/reviews,1달 전,문주가무
5,"안주 맛집~~!!!
사장님 선곡센스에 갬성이~~~술이 막 들어갔어요^^
멕시칸 샐러드랑 생선까스 먹었는데 사장님 맛과 정성이 느껴져요~~??????",Victoria KIM,https://www.google.com/maps/contrib/116440250303270597631/reviews,2달 전,쎄쎄쎄
3,"사장님 친절하시고 안주는 그냥그럭저럭
근처에 늦게까지하는 술집 별로 없는데
새벽3시까지 해서 늦게까지먹긴 좋음
쭈꾸미+소면 시켰는데 생각보다 매콤하고
쭈꾸미는 별로 안들어가있음
화장실 나가서 건물오른쪽으로 돌아가야돼서 불편.. 가게안에서 휴지 뜯어가야함",박혜원,https://www.google.com/maps/contrib/115895025180880490954/reviews,2년 전,쎄쎄쎄
5,"여기 닭도리탕 강추입니다.
소주를 부르는 마법의 탕~^^
레트로 감성 솟구치는 곳!",유라경,https://www.google.com/maps/contrib/101891015649368451055/reviews,4년 전,쎄쎄쎄
5,계란북엇국은 대박이고 사랑입니다,이용우,https://www.google.com/maps/contrib/101404340069484172572/reviews,2년 전,쎄쎄쎄
5,음식잘하는 사장님계신곳 ^^,이진병,https://www.google.com/maps/contrib/106381801197754188979/reviews,5년 전,쎄쎄쎄
5,분위기도 너무 좋고! 음식도 너무 맛있어요ㅠㅠㅠ 다음에 또 방문하겠습니다~!,Ji young Lee,https://www.google.com/maps/contrib/100859461530348785551/reviews,9달 전,연남향콩
5,"근처 맛집을 찾다가 사진으로 너무 맛있어보여서 갔는데 역시나 음식도 너무 맛있고 분위기도 너무 좋아서 대만족 하고 가요! 데이트 코스로 추천해요"")",먀먀,https://www.google.com/maps/contrib/115036064377772376613/reviews,9달 전,연남향콩
5,남편이랑 오랜만에 홍대 갔다가 방문했어요 사실 주점이라 별 기대 없었거든요 ~ 분위기도 맘에 들고 남편이 좋아하는 유린기 시켰는데 잡내 없고 쫀득하니 진짜 맛있었어요 ㅠㅠ 올만에 데이트 성공ㅎㅎ 추천해요!!,이서우,https://www.google.com/maps/contrib/117010260689161527302/reviews,9달 전,연남향콩
5,분위기도 너무 좋고 음식 맛도 좋더라구요!!ㅎ 맛집 인정이요!!! ㅎㅎ 잘 먹고 갑니다!! 사장님도 짱친절 하셨습니다 굿이에용????,Hwajeong Ro,https://www.google.com/maps/contrib/107105217073514917316/reviews,9달 전,연남향콩
5,일단 분위기가 너무 좋았고 저는 향신료 같은거 살짝 예민한데 너무 맛있게 잘먹었어요! 다음에 또 올게요!,강지혜,https://www.google.com/maps/contrib/107668274992784418887/reviews,9달 전,연남향콩
5,"열정도 중간쯤에 있는 가게
옛포차같은 갬성같으면서도 현대스러운데
다양한 년도의 음악이 다양하게 플레이되는 힙한 스팟.

특히나 막곱튀김에 비빔면을 싸먹는 조합 강추

재개발로 인해 동네가 곧 철거된다는 소문을 들었는데,
만약 그렇게된다면, 그리되기전에 꼭 가볼만한집.",Sang Heun “Chris” Han,https://www.google.com/maps/contrib/114355472411805707547/reviews,2년 전,열정도 곱상
4,맛있음. 반반으로 시킬 수 있어서 좋고 같이 찍어 먹는 소스들도 다 맛있음. 다 익혀서 나오기 때문에 생각보다 음식 나오는 시간은 꽤 걸리지만 옷에 냄새가 벨 일이 없어서 좋음. 세트 메뉴 시키면 라면 넣은 찌개와 같이 나온다고 해서 시켰는데 라면은 반만 넣어서 나오는듯 ㅠㅠ 국물은 맛있음.,SEUNGHEE LEE,https://www.google.com/maps/contrib/106046073186434550756/reviews,3년 전,열정도 곱상
3,깔끔해서 좋아요. 곱창 구워먹는거 생각하면 기름 튀고 냄새나고 난리잖아요? 분리된 공간에서 다 구워서 나옵니다. 굿? 맛은 아주 맛있는건 아니지만 보통 이상은 합니다.,김탐구,https://www.google.com/maps/contrib/114118698059084852319/reviews,5년 전,열정도 곱상
5,"맛있어요-! 입에 넣자마자 양념이 그냥 맛남.
볶음밥고 맛있고 다 익혀서 나와요. 근데 4인이 쓰기엔 테이블이 좀 작아서 2인 방문 추천",Lotus Bong,https://www.google.com/maps/contrib/100867622719709854376/reviews,2년 전,열정도 곱상
5,"볶음밥은 필수입니다!
곱창 너무 맛나요~
특히 소금구이랑 야채볶음 예술입니다!
열정도에 이런 맛집이 있었다니....
아 그리고 적립도 해줘요 ㅎㅎ",CHUNG YEON BAN,https://www.google.com/maps/contrib/116475588256605113731/reviews,3년 전,열정도 곱상
5,"마라맛과 산라맛이 절묘하게 어우러진 육수가 고기, 버섯, 야채 등 모든 재료들의 개성을 배가시켜준다. 그릇을 다 비울 때쯤이면 기분 좋게 땀방울이 맺힌다.",Yongsuk Sung,https://www.google.com/maps/contrib/108959025408836147813/reviews,2달 전,하이촨촨
5,"개인적으론 마라탕 좋아하는 입장에서 취저였음.

맵고 자극적이라 매운 맛이 당길 때 가기 좋음.
같이 나온 소스는 맵지 않아 찍어먹으면 맛있다.

다만 기본탕 1인분을 시키면 야채 5종이 전부이기에 푸주나 고기 류 등은 추가주문을 해야하며(사진은 기본에 두부튀긴거였나 그거랑 면 추가만 해서 비주얼이 좀 별루일 수 있음) 약간 한약내 비슷한게 나기도 해서(본인은 좋았다만) 만약 한약내같은거 싫어한다면 피하는게 좋을 수 있음.

한국식 마라탕처럼 국물까지 먹어도 되는 류는 아니기에 국물 원샷 때릴 생각이라면 포기하는게 나음.
한국식 마라탕 국물 원샷러인데 여긴 국물까지 마시기엔 너무 자극이 강함.

토마토탕은 아직 먹어보지 않았기에 다음에 가서 먹어본다면 추가로 리뷰할 예정.

인테리어도 크게 거슬리는 느낌없고 브금을 중국노래로 깔아주긴 했지만 잔잔해서 불편함 없이 잘 먹다 옴.",ru k,https://www.google.com/maps/contrib/104738404584024193294/reviews,4달 전,하이촨촨
5,"진짜맛있어요 중국에서 있을때 이맛에 반했는데
한국에 마오챠이가 생겨 너무좋았어요
갔더니 국물맛이 신세계!??최고입니다",영웅맘,https://www.google.com/maps/contrib/115739365302280509470/reviews,1주 전,하이촨촨
4,완전 음식맛이 최고다,킴DTV,https://www.google.com/maps/contrib/111152972929334748152/reviews,1년 전,하이촨촨
5,대만 차 전문점입니다!! 편안하게 구경하고 티도 실컷 마셨어요?????? 오후에 방문하시면 햇살이 쭈아요,신민주,https://www.google.com/maps/contrib/101203280332227309357/reviews,2달 전,포담 티하우스
5,"대만차를 다양하면서 상세하게 그리고 깊게 경험 할 수 있는곳. 홍대 거리를 차 한잔과 함께 느긋하게 바라보며 흘러나오는 음악과 함께 즐길 수 있는 곳입니다. 대표분한테 듣는 대만과 차 이야기도 정말 유익합니다

It’s good place for tasting Taiwanese tea. Especially Taiwanese oolong and black tea. Visitor also can taste small desert like pineapple cake.",로시난테,https://www.google.com/maps/contrib/112858310260691743435/reviews,1년 전,포담 티하우스
5,"연남동 카페, 맛집거리로 확장이전했어요. 원래 있던 곳보다 채광도 좋고 고즈넉해서 좋아요 아쉬웠던 좌석 수도 늘었습니다.
대만 차 전문가이신 사장님 두 분이 친절하게 알려주십니다. 잘 마시다 갑니다!!",박소은,https://www.google.com/maps/contrib/113411617058510067264/reviews,1년 전,포담 티하우스
5,"다양한 대만차를 구비해 놓은 것은 물론이고 茶?에 참석하면 맛, 제법, 산업 현실 등 대만차를 포함한 중국차를 재밌고 입체적으로 이해하는데 많은 도움이 된다.",Yongsuk Sung,https://www.google.com/maps/contrib/108959025408836147813/reviews,4달 전,포담 티하우스
5,"대만의 차를 제대로 경험할 수 있는 곳. 나는 흠~뻑 빠져들었다.
대만 차 매력있다. 추천해주신 동정오룡과 일월담 홍차, 둘 다 매력있었다.
사장님과 얘기를 나누니 대만 여행을 다녀온듯.",정민세,https://www.google.com/maps/contrib/105787098084880111871/reviews,3년 전,포담 티하우스
2,"좁은 주방에서 정말 다양한 음식이 나오는데..
기성품을 사용할거라는 합리적인 의심??
그런데 기성품을 사용하는게 문제가 아니라 꼬치를 굽는 사람의 성의가 부족한듯..
닭껍질 구이는 덜 구워져서 쫄깃한 맛은 없이 물컹??흐물??거리고 츠쿠네는 까맣게 나와서 무슨 양념인가 하고 봤더니 양념이 까맣게 타서 뭉쳐있던거임..ㅡㅡ
이런걸 음식이라고 손님 상에 올린다는건 기본이 안되어있다는..
리뷰수가 적고 평점이 높은 집들은 실패하기 쉽다는 것을 다시 한 번 느끼며 식사를 마무리 함..",in the cabin,https://www.google.com/maps/contrib/112663494180259081061/reviews,5달 전,일체마부시
5,늦게까지 해사 너무 다행이었어요.. 밤9시 넘어서 식사 할 수 있는 곳이 많지 않잖아요. 여기는 23시까지 이용할 수 있네요~ 이불덮밥은 그냥 너무 맛있고 라멘은 1만원인게 믿어지지 않네요????,아기태풍,https://www.google.com/maps/contrib/115129494999467920359/reviews,6달 전,일체마부시
5,"가격대도 좋고 맛은 더 좋은 일식전문점.
보통 식당에서 어디서 요리를 배웠느냐고 물어보지 않는데 물어봤을 정도로 담백하고 맛있다.
정갈하고 고소한 진한 맛이 일품인 전골 맛집, 덮밥 맛집으로 일본식 닭전골 미즈타키은 꼭 먹어보길! 국물이 진짜 끝내줘요 :)",Zoe.C,https://www.google.com/maps/contrib/115861846804431354925/reviews,1년 전,일체마부시
5,음식의 숯불향이 잘 느껴져서 좋았고 먹을수 있는 소스더 다양해서 만족스럽게 먹을수 있었습니다,박서진,https://www.google.com/maps/contrib/103297250601909615912/reviews,1달 전,일체마부시
5,모든 메뉴 하나하나 다 너무 맛있고 정갈하게 나와서 좋아요????,고도영,https://www.google.com/maps/contrib/116934058623721229875/reviews,4달 전,일체마부시
5,피자파이랄까요? 파이의 볼륨감에 방울토마토의 상큼함이 더해지니 맛나네요. 크림치즈와 당근피클까지 더해지니 굿입니다! 먹는 법 친절히 전해주셔서 감사했고요.,Myung-chul Kim,https://www.google.com/maps/contrib/118272091254196179958/reviews,2주 전,키슈앤피즈(Quiche Nfizz)
5,"오픈때 오고 맛있어서 다시 왔습니다!
그때보다 메뉴도 더 다양해졌고 라따뚜이랑 트러플 키슈도 맛있네요 다음번에는 키슈말고 음식 메뉴도 한번 먹어봐야겠습니다.
맛있게 잘먹고 갑니다!",김결,https://www.google.com/maps/contrib/117264362550885701616/reviews,11달 전,키슈앤피즈(Quiche Nfizz)
5,프랑스식 키슈가 정말 맛있습니다. 가게 분위기도 정말 색다르고 예뻐요! 연남동에 들린다면 꼭 다시 찾고 싶어요!,이승훈,https://www.google.com/maps/contrib/107966524906293126879/reviews,6달 전,키슈앤피즈(Quiche Nfizz)
5,"키슈 맛있어요
사장님도 친절하셔서 좋았어요",KR EvoQ,https://www.google.com/maps/contrib/112948746079013706448/reviews,10달 전,키슈앤피즈(Quiche Nfizz)
5,"브런치, 디저트 둘 다 완벽했습니다.
심지어 음료조차 직접 만드시던데
역시 맛 좋았어요.",서기준,https://www.google.com/maps/contrib/101598943738491624977/reviews,11달 전,키슈앤피즈(Quiche Nfizz)
4,別日に訪れた際に席がなくて諦めたところだったので、念願の訪問。金夜の21:00前に訪れて、お店に入った時はまだ席に余裕があったものの21:30ごろを過ぎると?席になっていた。甘いさつまいもとバニラアイスのデザ?トが?腹なお腹にも入っていくほどおいしかった??そのほかにも、ティラミスやクロワッサンなどもあり、ぜひまた行きたいカフェ。,hotaru,https://www.google.com/maps/contrib/107820830077201189006/reviews,1달 전,노띵크
5,"아몬드라떼 맛있어요
크루아상 완전 달콤해요??
분위기가 정말 좋아요",Charles “Chakie” Sit,https://www.google.com/maps/contrib/102089074791533554463/reviews,7달 전,노띵크
5,"사장님께서 아주 친절하시고 고기에 대한 설명도 잘해주십니다.
저희는 몇 번 회식하러 갔었는데, 회식한 사람들 모두 만족했습니다.
오늘 들어온 고기중에 상품성이 높은 것을 알려주시고, 또 참석한 사람들의 기호도 고려해서 고기를 추천해주십니다.
추천해주시는 고기가 항상 좋았습니다.
반찬으로 나오는 샐러드와 장아찌 등도 맛있습니다.
테이블 간격도 비좁지않아서 다른 손님들이 있어도 복잡하다는 느낌없이 식사할 수 있을 것 같습니다.
처음에 날 것으로 주시는 간, 비장, 천엽도 신선하고 맛있었습니다. 천엽과 간은 다른 곳에서도 먹어봤지만, 비장은 생으로 먹어본 것은 처음이었습니다.
저는 개인적으로 비장보다는 간이 더 맛있었습니다.",LEO SHIN,https://www.google.com/maps/contrib/112865622736659969305/reviews,2년 전,고깃집 아들
