별점,리뷰내용,작성자,시간,사업장명
5,"꼬치 하나하나가 고유의 식감과 간이 다르게 나와서 먹는 재미가 확실함.
무릎연골은 탱글탱글, 연골은 오독오독, 엉덩이살은 육즙 팡팡, 안창살은 스테이크처럼 고소함.
전체적으로 소스가 과하지 않고 담백해서 깔끔하게 즐기기 좋아요.",Jieun Kang,일주일 이내,우노
5,"연남동 찐 야키토리집!
2차 술집으로 너무 좋아요.
야키토리 정말 실하고 맛있으니 꼭 드시길..
유명한 야키토리집만큼이나 퀄이 좋음.
다른 음식도 먹고싶었는데 배가 불러 먹질 못했어요..
담에 가서 꼭 다른것도 먹어볼꺼임!",ki mina,3주 전,우노
5,1인 오마카세와 치즈통감자구이 시켜서 먹었어요~ 특수부위라 너무 맛있고 특히 치즈통감자구이가 너무 맛있네요! 꾸덕한 치즈에 포슬하게 잘 익은 감자가 잘 어울려요! 야외 자리에 앉았는데 분위기도 좋고 데이트 장소로 추천드립니다 😀,김미란,1달 전,우노
5,비주얼도 좋은데 면만 단독으로 먹으면 입에 느껴지는 살짝 짭짤한 편이라서 계란과 새우랑 먹거나 마요네즈를 살짝 섞어서 먹으면 딱입니다. 사이드인 치즈통감자는 무조건 드세요!! 녹진한 치즈가 최고에요!!,rahul,3주 전,우노
5,"2층에 있는 작은 곳을 발견했는데 새로 오픈한 것 같아요. 들기름과 참기름을 베이스로 한 메뉴입니다. 좋은 음식, 막국수는 꼭 먹어봐야 해요!",Jiayi Tan,1달 전,진청유점
5,2층에 위치한 작은 공간으로 직접 만든 참기름과 들기름을 베이스로 한 훌륭한 메뉴가 준비되어 있습니다. 막국수와 감자가 맛있어요.,Steven,1달 전,진청유점
5,정말 특별한 경험이에요! 음식은 내가 맛본 적이없는 것과 같습니다. 이곳은 참기름을 전문으로 하며 모든 요리는 참기름으로 준비됩니다. 나는 강력히 추천한다!,Kim Lacher,3주 전,진청유점
5,"Great atmosphere, food, and service!",Ethan Lui,2주 전,진청유점
5,처음 와 본 커피 오마카세인데 다양한 느낌의 커피를 설명과 함께 눈 앞에서 내려주시며 그에 알맞는 디저트를 페어링 해주시는 1시간 가량 너무 행복하고 즐거운 경험이었습니다!,Eunjung Kim,1주 전,펠른(perlen)
4,"홍대입구에서 도보 10분 정도 거리에 위치한 디저트-커피(혹은 차tea) 페어링 카페. 메뉴는 코스(혹은 단품) 요리가 있으나 가능한 코스요리 주문을 추천함.

내부는 협소하고 예약 필수.

시즌마다 메뉴가 바뀌며(네이버 예약시 확인가능) 직원이 서빙시 요리와 음료에 대한 설명을 해줌. 디저트의 양은 매우 적고 비쥬얼이 예쁨. 위스키 커피의 경우 nonalcohol로 오크통에 숙성하여 위스키 향이 나는것이며 별도 판매도 함.

외국인과 함께 가면 좋을듯.
가격이 너무 비싼것이 아쉬움.",Sammy Joo,7달 전,펠른(perlen)
5,디저트 오마카세는 처음인데 처음부터 끝까지 너무 완벽한 코스였어요. 이번 시즌 주제는 한국의 맛을 많이 담고 있어서 부모님과 와도 좋을 것 같고 외국인 친구를 데려와도 좋을거 같다는 생각이 들었습니다. 펠른 시그니처인 위스키 더치 커피는 맛 본게 처음인데 바틀도 예뻐서 선물용으로도 좋을 것 같아요. 다음 시즌이 기다려지는 펠른이었습니다 ~ 분위기 내는 날  추천드립니다,장옐,9달 전,펠른(perlen)
4,"좋은 원두, 기술, 정성이 깃든 커피

다시 방문하고 싶은 커피집
더펠른코스-페어링코스 맛보고 싶다",Wanho Kim,2달 전,펠른(perlen)
4,"총 4코스가 제공되었으며 두, 세 번째 코스에 커피가 제공되었습니다.
사실 음료나 커피는 크게 맛있다는 인상을 받지 못했습니다. 시그니쳐인 위스키 더치 커피는 나무향이 강하게 나 특이했던 점은 좋았네요.
대신 디저트들의 연출, 플레이팅이나 맛은 흠잡을 데 없었습니다. 전부 만족지만 개인적으론 라임 머랭이 새콤달콤하니 자극적인 맛이라 취향이었습니다.
코스 하나하나에 스토리를 담아 설명해 주시는 게 재미있는 경험이었습니다. 특별한 추억을 만들러 가기 좋을 듯 합니다.",juo,1년 전,펠른(perlen)
5,"친절하고 맛있는 고기집!
부들부들한 우삼겹 하나도 느끼하지 않고 고소하고 담백해요!
떡쌈에 우삼겹을 싸먹는게 이 가게의 특징인데,
쫀득한 떡쌈이 우삼겹의 식감을 한층 더 살려주는 것 같아요. 우삼집 빨간소스도 너무 맛있어서 레시피를 배워가고 싶을 정도🤤
솥밥이 나오는 세트를 먹었는데, 쌀밥이 진짜 진짜 맛있어서 감동이었습니다!",김슬기,2달 전,우삼집
2,"음… 후기 왜이리 높나요?
고기에서 고기 특유의 잡내나요.
소스 없었으면 못먹었을 듯 ㅠㅠ
삼겹살은 괜찮은데; 우겹살은… 싸구려 고기 인 듯…
떡에다 싸먹는 것도 왜 굳이..?
그치만 메뉴는 독특하고 괜찮네요.
마지막 후식으로 아이스크림 좋았습니다.

직원들은 약간 투명스럽고 친절하진 않아요.",American Kim,1주 전,우삼집
5,이렇게  분위기 좋은 고기집이 있었다니! 데이트 잘 하고 왔습니다💛 통창이라 개방감 좋고 무엇보다 고기가 미쳤습니다..🤤 우삼집 세트 시키면 솥밥 나오는데 처음 먹어보는 밥맛이였어요! 진짜 강추👍 마무리로 짜파게티 잊지말고 시키세요! 고기기름 버무려진 고급 짜파게티가 별미입니다! 연남동 맛집 킹정입니다!!💯💯,이서경,3달 전,우삼집
5,"가족들이 약간 결벽증들이 있으셔갖고(!) 노포는 잘 안가는데,
여긴 노포 뺨치게 맛있는데다,
내부가 깔끔하고 깨끗해서 가족들이 너무 좋아했음.
데려간 내가 다 뿌듯했다.
다 맛있긴 했는데,
시이이이원한 하이볼에, 꼬치 이거 정말 쥔짜 너무 맛잇엇다......",Sora Han,3달 전,우삼집
5,"홍대 연남동 깔끔하고 맛있는 고기집 찾으신다면 이곳 추천합니다!!

고기퀄은 말모... 반찬이랑 식사 메뉴까지 너무 좋네요! 가족, 친구, 연인 누구랑 와도 만족하실거에요!!

고기는 세트 메뉴로, 밥도 무조건 드세요!!",비닐하우스,3달 전,우삼집
1,"주문시켜 먹어본적도 있고, 방문해서 식사해본적도 있다. 알고싶으면 읽어라. 일단 특별한 요리는 시키지 마라. 자신의 입맛이 막입이라면 시켜먹어라. 끝",Reiju,7년 전,첨밀밀
1,"차돌짬뽕 시킴 홍합버리라고 빈구릇가져다줌
홍합이없음.ㅋㅋ말하니깐 그릇잘못가져다줫다함.옆에 그냥짬뽕시킴. 홍합나옴 ㅋ 국물이이상해서 볶음밥시킨사람 국물먹어봄 ㅋ  맛자체가 다름...주방장 술마셧냐 간도안하고 홍합도빼먹구 다신안간다 더러워서",주종호,3년 전,첨밀밀
1,"청결도 맛 등등 모든 면에서 매우 안좋습니다
후… 누가 사줘도 안 가고 싶어요",권태호,2년 전,첨밀밀
1,"부엌이 심각하던데....
다른 중국집 보면 마감할때 솔로 박박 닦고 난리던데 그런거 한번도 못봄",Rising Sun flag equals Hakenkreuz !!,4년 전,첨밀밀
1,너무 위생 문제에 신경 쓰지 않는 곳 입니다.,R Cho,5년 전,첨밀밀
5,"정말 즐거웠어요❤️❤️

한국에서 즐길 수 있는 가성비 좋은 원데이클래스🥹

저와 친구들은 피나시에, 마들렌, 에그타르트 수업에 참여했어요

✔️직원이 너무 친절해요
✔️넓은 공간
✔️깨끗하다
✔️재미
✔️홍대역 근처

인스타로 예약했어요❤️‍🔥
@baking_연남",성수언니,1주 전,감정선프로젝트 베이킹 홍대연남점
5,"고기의 질이 훌륭하고, 구워 가감도 자신 취향에 할 수 있는 최고의 야키니쿠 음식 체험이었습니다.",Channy,일주일 이내,은성 돌판한우구이 연남점
5,"이 가격에 한국식 바비큐를 먹을 수 있다니 믿기지 않아요! 가성비 최고, 부드럽고 맛있는 고품질 소고기!",Bellamy,일주일 이내,은성 돌판한우구이 연남점
5,,김하,3주 전,와린(WARIN)
4,"크림보리 추천!
분위기 좋음 여자사장님친절하심👍🏻",유초,1달 전,비뮤티 커피
5,귀엽고 아주 좋은 커피 숍. 영어를 아주 잘하는 멋진 커플. 분위기는 매우 환영받습니다.,Christian Breitkreutz,1달 전,비뮤티 커피
5,매우 멋진 분위기를 지닌 친밀한 카페. 훌륭한 커피와 맛있는 간식도 있습니다.,Guy Kemshal-Bell,1달 전,비뮤티 커피
5,,Ben Moehle,3주 전,비뮤티 커피
5,,Elena Golub,3주 전,비뮤티 커피
5,야장 분위기가 그리워서 다시 방문한 맛김치🩷 이번엔 엄마랑 큰엄마 모시고 방문했어요! 여전히 친절하고 나이스한 직원분들 덕에 더 유쾌하고 기분좋게 먹고왔어요! 항정살도 맛있고 삼겹살도 맛있어서 고기 종류별로 다 시켰어요 ㅎㅎ 우삼겹이 이날 안되서 너무 아쉽고 슬펐지만 🥹 기본고기들이 맛있어서 괜찮았어요 ㅎㅎ 음료수도 시원하게 얼음컵으로 주시고 센스가 철철 ☺️☺️ 푸짐하고 고소한 볶은밥까지 후식으로 마무리하면 딱! 가을 청량한 날씨에 시원한 야장 분위기까지 정말 최고에요 🩷🩷,Vivian Sheng,7달 전,김치돼학교 홍대점
5,진찌 너어무 맛있고 다 구워주셔서 편해요. 외국분들도 많이 찾는거 같은데 더 많이와주세요. 진짜 찐맛집 !!,힁니업,1달 전,김치돼학교 홍대점
5,"홍대에 고기집 많은곳들 중 완전 맛집 찾았어요.
대박인게 가스에 굽는 삼겹살이 이렇게 맛있어도 되는건가요?
비가 쏟아지는 날씨인데도 사람이 많은 이유가 있어요.",태여니태유리,9달 전,김치돼학교 홍대점
5,삼겹살이 진짜 맛있고 김치와 같이 구워먹으니 계속 먹게 돼요!! 김치말이 국수도 시원하고 맛있고 고기 먹은 후 볶아주는 볶음밥도 맛있어요!,yesol kwon,11달 전,김치돼학교 홍대점
5,맛있게 잘 먹었습니다. 삼겹살 항정살 김치말이국수 볶음밥 전부 맛있었어요! 최고의 식당,ᄋᄋ,11달 전,김치돼학교 홍대점
4,에서 클래식 돈코츠라멘... 입술이 쩍 달라붙을 정도로 진한 스프가 인상적이네요... 메뉴와 가격은 사진 참조~,Bumsang Kim,2달 전,멘야코이시
5,"영남에게 새롭게 생겼다(전 인천인 것 같다)
가계풍 돼지뼈 간장

무제한 🍚 어리석은",cache,1달 전,멘야코이시
5,"직접 만드신 맛있고 특색있는 디저트입니다.
늦은시간에 가서 선택지가 많지 않았지만, 충분히 만족스러웠습니다.

예쁘고 맛있어요!! 비슷한 퀄리티 대비 다른카페에 비해 저렴하기도 합니다.

디저트 좋아하시는 분이라면 안갈 이유가 없습니다.

카페 내부 깔끔하고 쾌적합니다.",Taste Log,5달 전,포포민즈낫띵
4,"유명한 이유가 있었군.
시그니쳐인 리치,장미, 산딸기의 25번 케이크.
생각보다 별로 안달고 안시고 부드럽고 깔끔했다. 은은한 리치향과 장미향. 과하지 않은 향이어서 너무 매력적이었고, 쁘띠갸또 특유의 크리미한 무스질감이 막 과하지 않아서 좋았다. 중간에 들어간 산딸기잼???의 맛또 매우 적당했고.

마들렌은 피스타치오마들렌이 피스타치오 향이 은근 진해서 좋았고, 초코마들렌은 평범. 레몬파운드빵?은 겉에 아이싱?은 독특하니 좋았으나 레몬파운드?빵 반죽은 지극히 평범했다. 반죽에도 레몬향이 팍팍 느껴지게 했으면 더 좋았을 것 같다.",Yijin Kim (Jane),5달 전,포포민즈낫띵
5,개성있는 디저트 카페로 차별화된 디저트 라인업 및 다양한 차가 '디저트가 중심인 카페라는 생각을 들게 하는 멋진 카페입니다. 2층에서 주문하고 간격이 넓고 개방감이 좋은 3층에 자리를 잡고 있으면 주문한 메뉴를 직접 서빙하여 주시는 점이 인상적이었습니다. 여름 메뉴인 딜 블루베리 아이스크림은 청량감 좋은 딜의 향을 올리브유가 잡아주고 블루베리가 달큰한 맛을 더해 주어 여름 메뉴로 손색이 없는 맛이었으며 딜이 들어간 아이스크림은 최애 디저트 전문점인 올레무스/MAA 외에 처음이어서 더욱 반가워서 앞으로도 자주 찾을 것 같습니다.,Chanho Andrew Kim (MUYO),7달 전,포포민즈낫띵
4,"포포민즈낫띵(44 MEANS NOTHING).

진주자스민 차를 시켰다.
진주자스민은 자스민 향이 은은하고 깔끔하게 난다.
바닐라빈 헤이즐넛은 크리미하고 짙은 바닐라 크림에, 아래 바닥 부분에 헤이즐넛 크루스티앙으로 고소하고 바삭바삭한 식감이 좋다.
디저트별로 설명문이 있어서 좋다.
가격대가 있지만 가격 값은 하는 느낌이다.

카페는 건물의 2층에 위치해 있지만 카페 자체는 1층, 2층(2층, 3층)이라고 한다. 2층(실제로는 3층)에 앉는 좌석이 있다.
화장실도 2층에 있다.

재방문 의사) 있음.
(더 다양한 디저트를 맛보고 싶다..)

2024.07.28 - 방문",환환,9달 전,포포민즈낫띵
4,"디저트가 특별하다해서 와봤어요~
오픈한지 얼마 안됐는지 매장이 청결하네요!
유자모양 디저트가 눈에 확 띄어서 주문했는데, 역시나 새콤한게 넘 맛있네요.
#62 디저트는 생소한 맛이라 신기했어요. 달달한 옥수수 맛이 독특했네요.
아메리카노 원두는 과일 산미 느낌이 은은하게 나면서 후미가 깔끔하네요!",DongYun Lee (Yun),1년 전,포포민즈낫띵
5,"연남동에 이런 카페가 있는 줄 몰랐네요! wow!
멋진 인테리어와 넓은 매장에서 맛있는 쉬폰케이크와 커피를 먹고 왔어요!
다음에 또 방문할것 같아요^^",YH park,2달 전,주식회사 마사비스
5,"연남동의 숨겨진 보석!

연남동을 돌아다니다가 이 매력적인 카페를 발견했는데, 정말 반가웠어요. 디저트도 맛있고, 커피도 맛있습니다. 도시의 번잡함을 벗어나기에 완벽한 평화롭고 아늑한 장소입니다. 나는 그들의 맛있는 음식을 더 많이 맛보기 위해 확실히 돌아올 것입니다!",강수엽,2달 전,주식회사 마사비스
5,"이런 아늑하고 매력적인 분위기! 이곳의 디저트는 정말 맛있고, 밖에서 비를 바라보며 즐기는 것보다 더 좋은 것은 없습니다. 우울한 날에 긴장을 풀기에 완벽한 장소 🌧️🍰. 적극 추천합니다!",cody li,3주 전,주식회사 마사비스
5,"녹사평역 육교 지나
든든한 중식
차오미엔!
레몬 크림 새우 맛있어요",eun jung lee,1달 전,웍스터(WOKSTER)
